NAME,ADDRESS,PHONE,WEBSITE,URL
Scopex Nigeria Limited,"14, Ogbogoro Road, Off Choba Road, Port Harcourt, Rivers State","0803 310 0229, 0818 213 5255",https://scopex.org/,https://www.finelib.com/listing/Scopex-Nigeria-Limited/69000/
Safeguard Resources & Technologies Ltd,"6 Forces Avenue, Old G.R.A Port Harcourt, Rivers State Nigeria","0803 309 7942, 0703 016 2747, 0817 037 6331",https://www.safeguardsafety.net,https://www.finelib.com/listing/Safeguard-Resources--Technologies-Ltd/69002/
Book Managers Limited,"4, Ohaeto Street, D-line, Port Harcourt, Rivers Nigeria","084 749183, 0803 740 3153",http://bml-ng.com,https://www.finelib.com/listing/Book-Managers-Limited/69007/
Gibraltar Construction Nigeria Ltd,"73 Nkpogu Road, Port Harcourt, Rivers State",0806 903 4798,http://www.gcnig.com/,https://www.finelib.com/listing/Gibraltar-Construction-Nigeria-Ltd/69008/
Offshore Technology Institute,"University Of Port Harcourt, Rivers State, Nigeria",0705 305 8407,http://www.otiuniport.org,https://www.finelib.com/listing/Offshore-Technology-Institute/69011/
Onshore And Offshore Safety Institute,"Suite 127C, 10 Station Road, NIPOST Building, Port Harcourt, Rivers State Nigeria","0803 675 2038, 0708 332 3084",https://offshoresafetyinstitute.com/,https://www.finelib.com/listing/Onshore-And-Offshore-Safety-Institute/69012/
Nel-Holdman Nigeria Limited,"26 Aba Road, Port Harcourt, Rivers State","0704 004 4003, 0701 155 7959, 0803 712 7724",http://nelholdman.com/,https://www.finelib.com/listing/NelHoldman-Nigeria-Limited/69014/
HCUE Catering Services,"Km 1 Eleme-Onne Expressway, Port-Harcourt, Rivers State Nigeria","0806 306 7815, 0805 606 0021",http://www.hcue.services,https://www.finelib.com/listing/HCUE-Catering-Services/69016/
PwC Nigreia,"35 Woji Street GRA Phase II, Port Harcourt, Rivers Nigeria","084 571513, 084 237959",https://www.pwc.com/ng/en.html,https://www.finelib.com/listing/PwC-Nigreia/69017/
Eroton,"2 St Michael Close Off Tombia Extention, GRA Phase 2 Port Harcourt, Rivers State, Nigeria","084 363 015, 084 363 016",https://www.erotonep.com/,https://www.finelib.com/listing/Eroton/69018/
Newcross Exploration and Production Ltd,"8 Lord Emmanuel Drive, Rumuomasi, Port Harcourt, Rivers State Nigeria","01 631 3500, 01 631 3503",https://newcross.com/,https://www.finelib.com/listing/Newcross-Exploration-and-Production-Ltd/69020/
Alexander Stephen IQ,"The Wealthy Place, No 4 Wisdom Drive, Off Alcon Road, Woji, Port Harcourt, Rivers Nigeria","0817 601 4423, 0817 601 4424",https://alexanderstepheniq.com/,https://www.finelib.com/listing/Alexander-Stephen-IQ/69021/
MB Hunt Logistics,"10, Peter Odili Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State Nigeria",0805 349 0161,https://mbhuntlogistics.com/,https://www.finelib.com/listing/MB-Hunt-Logistics/69027/
Fiducial Corporate Services Limited,"Suite 133, First Floor, PAB Building, No. 3 Azikiwe Road, Port-Harcourt, Rivers Nigeria","0812 093 5204, 0817 503 5566",https://fiducialservices.wixsite.com/home,https://www.finelib.com/listing/Fiducial-Corporate-Services-Limited/69029/
Purefluids Oil & Gas Limited,"1 Abinye Brown Avenue, Off Peter Odili Road Opposite Lesukaa, Port-Harcourt, River State Nigeria","0803 726 9476, 0808 493 2540",https://www.purefluidsoilandgas.com/,https://www.finelib.com/listing/Purefluids-Oil--Gas-Limited/69032/
Trevis Victor Consulting,"No 36 Toyin Street, Rumugbo, Port-Harcourt, Rivers Nigeria","0806 077 8125, 0810 660 4726",https://trevisvictorconsulting.com/,https://www.finelib.com/listing/Trevis-Victor-Consulting/69033/
Red Transport & Logistics,"Plot 106 Trans Amadi Industrial Layout Off Rotary Club Road, Port Harcourt, Rivers State Nigeria","0813 282 2990, 0803 310 4308",https://www.redtransportlogistics.com,https://www.finelib.com/listing/Red-Transport--Logistics/69035/
Clook Logistics Limited,"44 Nembe Street, Rumuibekwe Woji Port Harcourt, Rivers State Nigeria","0818 955 8064, 0806 876 1857",http://www.clooklogisticsltd.com,https://www.finelib.com/listing/Clook-Logistics-Limited/69038/
Multi-Net Group Limited,"87 East West Road, Rumuodara, Umudara, Port Harcourt, Rivers Nigeria","0803 203 8215, 0803 203 8215",https://www.multinetnigeria.com/,https://www.finelib.com/listing/MultiNet-Group-Limited/69039/
GroFin Nigeria,"77D Woji Road, GRA Phase Two, Port Harcourt, Rivers Nigeria",0705 295 1455,https://www.grofin.com/,https://www.finelib.com/listing/GroFin-Nigeria/69041/
Creditville Limited,"Print House, 1B Stadium Road, Beside Winners Chapel, Port Harcourt, Rivers Nigeria","0811 337 0287, 0814 303 7837",https://creditville-ng.org/,https://www.finelib.com/listing/Creditville-Limited/69043/
The LAPO Microfinance Bank,"Triple A Hall East West Road After Ukpolu Junction Opposite Conoil Filling Station, Port Harcourt, Rivers Nigeria","0705 119 2692, 0700 527 6632",https://lapo-nigeria.org/,https://www.finelib.com/listing/The-LAPO-Microfinance-Bank/69045/
Rofnel Energy Services Ltd,"Plot 13/15 Rofnel Close, By Loyola Jesuit Memorial College Road, Port Harcourt, Rivers State Nigeria","0803 702 5199, 0806 876 4977, 0706 367 7290",http://www.rofnel.com,https://www.finelib.com/listing/Rofnel-Energy-Services-Ltd/69049/
City Core Cooperative Investment & Credit Society Ltd.,"Suite 205 Unity Bank Building, 3 Azikiwe Road, Port Harcourt, Rivers Nigeria","0906 000 0246, 0906 000 0245",https://citycore.com.ng/,https://www.finelib.com/listing/City-Core-Cooperative-Investment--Credit-Society-Ltd/69058/
CoopEast,"CoopEast M1R17, Shell Industrial Area, Port Harcourt, Rivers Nigeria",0807 619 0059,https://www.coopeastngr.com/index.asp,https://www.finelib.com/listing/CoopEast/69060/
ASO Savings and Loans Plc,"No. 2 Choba Street, D/Line, Port Harcourt, Rivers Nigeria",0700 330 0000,https://www.asoplc.com/,https://www.finelib.com/listing/ASO-Savings-and-Loans-Plc/69062/
Hidoz Group Limited,"Plot 41A (9), Birabi Street, G.R.A, Phase 1, Port Harcourt, Rivers State Nigeria","0803 547 0004, 0809 800 3323",http://hidozgroup.com/,https://www.finelib.com/listing/Hidoz-Group-Limited/69065/
RIMA Growth Pathway Microfinance Bank Ltd,"Podium Block Ground Floor, Rivers State Secretariat Complex, Port Harcourt, Rivers Nigeria","0809 782 7837, 0803 411 7599",http://www.rimagpmfb.com/,https://www.finelib.com/listing/RIMA-Growth-Pathway-Microfinance-Bank-Ltd/69070/
Premium Microfinance Bank Ltd,"19, Agbonchia / Oyigbo Road, Nchia Ultra Modern Market, Eleme, Port Harcourt, Rivers Nigeria","0802 876 5400, 0806 720 8808",https://premiummfbng.com/,https://www.finelib.com/listing/Premium-Microfinance-Bank-Ltd/69074/
Demcok Paints Limited,"76, Elioparanwo Road, Off Wimpey Junction, Mile 4, Port Harcourt, Rivers State Nigeria","0803 342 1112, 0817 750 2820",http://demcokpaints.com,https://www.finelib.com/listing/Demcok-Paints-Limited/69076/
Versus Paint Specialists Nigeria,"3 Mbonu Street, D-Line, Elechi, Port Harcourt, Rivers State","0802 999 0010, 0802 222 6017, 0811 111 1895",http://versuspaint.co.za/nigeria/,https://www.finelib.com/listing/Versus-Paint-Specialists-Nigeria/69081/
The Bodyshop Nigeria,"No 6 Rumuola Road Before Total Filling Station, Port Harcourt, Rivers State",0704 900 0097,https://thebodyshopnig.com/,https://www.finelib.com/listing/The-Bodyshop-Nigeria/69082/
Berger Paints,"70, Ordinance Road, Trans-Amadi Industrial Layout, Port Harcourt, Rivers State","0810 216 4862, 0813 175 8060",https://www.bergerpaintsnig.com/,https://www.finelib.com/listing/Berger-Paints/69087/
Federal Mrtgage Bank,"43 Abab Road/ Plot 1 Kaduna Street, Port Harcourt, Rivers Nigeria","0803 309 6263, 09 292 0690, 09 292 0689",https://www.fmbn.gov.ng/doc/rivers.html,https://www.finelib.com/listing/Federal-Mrtgage-Bank/69088/
Hopeup Integrated Industries Nigeria Ltd,"Plot 4-6, Dr. Davies Ikanya Drive, Off Bosike Road, Intels Bus Stop, Port Harcourt/Aba Road, Port Harcourt, Rivers State","0703 489 7577, 0803 974 3865, 0812 960 3321",https://hopeupindustries.com/,https://www.finelib.com/listing/Hopeup-Integrated-Industries-Nigeria-Ltd/69092/
Contemporary Dental Clinic,"61, Aba Road( near Govt. Crafts centre), Port Harcourt, Rivers State Nigeria","0703 246 3035, 0906 029 6606, 0802 300 3683",https://www.contemporarydentalclinic.com/,https://www.finelib.com/listing/Contemporary-Dental-Clinic/69096/
Fidelity Pension Managers Limited,"1, Ogbunabali Road, Off Garrison Junction, Port- Harcourt, Rivers Nigeria","01 462 6968 69, 0703 470 3505, 0815 109 5976",https://www.fidelitypensionmanagers.com/,https://www.finelib.com/listing/Fidelity-Pension-Managers-Limited/69097/
Oasis Preforms Synergy Limited,"106A Rotary Club Road Trans-Amadi Industrial Layout, Port Harcourt, Rivers State Nigeria",0905 064 0425,https://oasispreform.com,https://www.finelib.com/listing/Oasis-Preforms-Synergy-Limited/69099/
Premium Pension Limited,"80/86 Aba Road, Jumbo House, Opposite Craft Centre, Port- Harcourt, Rivers Nigeria","0803 444 1215, 0812 613 1360",https://premiumpension.com/,https://www.finelib.com/listing/Premium-Pension-Limited/69101/
Sam & Sara,"27. Stadium Road, Port Harcourt, Rivers State Nigeria",0907 888 8880,http://samandsara.com,https://www.finelib.com/listing/Sam--Sara/69102/
Proforce Limited,"12, Chief Nwuke Street, Off DHL/Bewac Junction, Trans-Amadi Industrial Layout, Port Harcourt, Rivers State Nigeria",0802 389 0712,http://proforcedefence.com,https://www.finelib.com/listing/Proforce-Limited/69103/
Syndicated Metal Industries Ltd,"6, Old Aba Road, Rumuogba Port Harcourt, Rivers State Nigeria",0803 407 0165,http://syndicatedmetal.com/,https://www.finelib.com/listing/Syndicated-Metal-Industries-Ltd/69113/
Aziza Nigeria,"No 12 Elelenwo Road, Port Harcourt, Rivers Nigeria",0803 318 5898,https://www.aziza.com.ng/,https://www.finelib.com/listing/Aziza-Nigeria/69115/
Energy Works Technology Ltd,"Nestoil Industrial Area, End of Okilo Road, Abuloma, Port Harcourt, Rivers State NIgeira",084 896 777,https://www.energyworkstechnology.com,https://www.finelib.com/listing/Energy-Works-Technology-Ltd/69118/
Uptown Hair And Beauty Centre,"52, Elekiah Road Opp. Town Hall, Port harcourt, Rivers State Nigeria",0803 087 2314,http://uptownbeautycentre.com/,https://www.finelib.com/listing/Uptown-Hair-And-Beauty-Centre/69123/
Brightway Glove,"3 High Tension Road, Ekorokoro Community, Aleto, Eleme, Port Harcourt, Rivers State Nigeria","0807 291 8381, 0805 533 8525",https://brightwayglove.com/,https://www.finelib.com/listing/Brightway-Glove/69125/
New Rivoc Nigeria Limited,"80/81 Trans-Amadi Industrial Layout, Port Harcourt, Rivers State",084 550 034,https://newrivoc.com,https://www.finelib.com/listing/New-Rivoc-Nigeria-Limited/69129/
NICON Insurance Limited,"No 16/18, Aba Road, Port Harcourt, Rivers Nigeria","0812 901 0353, 0908 725 9338",https://niconinsurance.com.ng/,https://www.finelib.com/listing/NICON-Insurance-Limited/69130/
Saham Unitrust Insurance,"No 69, Stadium Road, Port-Harcourt, Rivers Nigeria","0803 300 8740, 0803 300 8741, 084 4615 345",https://www.unitrustinsurance.com,https://www.finelib.com/listing/Saham-Unitrust-Insurance/69132/
Bariel Medical Center Ltd,"Km 5, East-West Expressway, Aleto , Eleme, Port Harcourt, Rivers State, Nigeria","0908 748 4876, 0908 748 4866, 0908 748 2230",https://www.bariel-med.com/,https://www.finelib.com/listing/Bariel-Medical-Center-Ltd/69133/
Cornerstone Insurance Plc,"No 222 Aba, Port-Harcourt, Rivers Nigeria","01-280 6500, 0808 367 8722, 0809 860 9056",https://cornerstone.com.ng/,https://www.finelib.com/listing/Cornerstone-Insurance-Plc/69134/
Greenbay Healthcare Services Ltd,"B3 Airport Base, Street by First Bank b/stop, Rumuomasi, Aba Road, Port Harcourt, Rivers State Nigeria",0809 622 7058,https://greenbayhmo.com/,https://www.finelib.com/listing/Greenbay-Healthcare-Services-Ltd/69135/
Zaron Cosmetics,"365 Evo Road, GRA, Port-Harcourt, Rivers Nigeria",0706 771 3152,https://zaroncosmetics.com/,https://www.finelib.com/listing/Zaron-Cosmetics/69146/
Industries Safety Nigeria,"143/152 Aba Road Beside Platinum Mortgage Bank, Port Harcourt, Rivers Nigeria","0909 333 3374, 0806 433 8888, 0700 333 38888",https://safetynigeria.com/en/,https://www.finelib.com/listing/Industries-Safety-Nigeria/69150/
Nigerian Bottling Company Ltd (NBC),"Plot 26, Trans Amadi Industrial Layout, Port Harcourt, Rivers State Nigeria",0800 262 22652,https://ng.coca-colahellenic.com,https://www.finelib.com/listing/Nigerian-Bottling-Company-Ltd-NBC/69154/
Nsikak Africa,"Aba Road, Port Harcourt, Rivers State Nigeria",0803 360 4168,https://idetnsikak.wordpress.com,https://www.finelib.com/listing/Nsikak-Africa/69156/
Ariosh,"Nkpor Road, Rumuolumeni Town, Port Harcourt, Rivers Nigeria","0809 992 9995, 01 270 5825",https://www.ariosh.com/,https://www.finelib.com/listing/Ariosh/69159/
Cakasa Nigerian Company Limited,"Plots 14, Emekuku Street Oromineke Layout D/Line, Port Harcourt, Rivers Nigeria",0805 516 2985,https://www.cakasang.com/,https://www.finelib.com/listing/Cakasa-Nigerian-Company-Limited/69160/
BDC Port Harcourt,"Orusa Street, By Woke Street, Off Sani Abacha Road, Rivers State, Nigeria",0706 299 2741,https://bdcportharcourt.com/,https://www.finelib.com/listing/BDC-Port-Harcourt/69165/
Ziwax Global Resources Ltd,"14 Ogbunabali Road, Port Harcourt, Rivers State, Nigeria","0803 309 8673, 0803 340 8228",https://ziwaxglobal.com,https://www.finelib.com/listing/Ziwax-Global-Resources-Ltd/69169/
Bedmate Furniture,"Ground Floor, No.18/20，Leventis Bus Stop, Aba Road, Port Harcourt, Rivers Nigeria","0806 080 4271, 0902 021 6758, 0708 975 1249",https://bedmatefurniture.com.ng/,https://www.finelib.com/listing/Bedmate-Furniture/69170/
HCUE Catering,"Km 1 Eleme-Onne Expressway, Port-Harcourt, Rivers, Nigeria","0806 306 7815, 0805 606 0021",http://www.hcue.services/,https://www.finelib.com/listing/HCUE-Catering/69173/
Home Options,"22 Aba Road, Port Harcourt, Rivers Nigeria","0903 6393 459, 0809 980 8678",https://homeoptionsng.com/,https://www.finelib.com/listing/Home-Options/69174/
Perpetual Taste Catering Services,"No 7 Airport Road, Igwuruta, Port harcourt, Rivers State Nigeria","0803 329 7079, 0814 000 6257, 0818 493 1218",http://www.perpetualtaste.com/,https://www.finelib.com/listing/Perpetual-Taste-Catering-Services/69182/
KoWorkNG,"77 Evo Road, Port Harcourt, Rivers State Nigeria","0814 922 1669, 0909 909 3603",https://koworkng.com,https://www.finelib.com/listing/KoWorkNG/69186/
Chilkied Security Service & Dog Farms Limited,"19A East-West Road Rumuokurushi, Port Harcourt, Rivers Nigeria",0803 309 5807,http://www.chilkiedng.com/,https://www.finelib.com/listing/Chilkied-Security-Service--Dog-Farms-Limited/69188/
AquaShield Oil and Marine Services Ltd,"10 Nyenweli Nsirim Close, off Tombia Extension, GRA Phase II, Port Harcourt, Rivers Nigeria","084 302 954, 084 303 065",http://aquashield-ng.com/services/marine-security/,https://www.finelib.com/listing/AquaShield-Oil-and-Marine-Services-Ltd/69191/
Bullaugen Technology Limited,"No 9 Market Road, Rumuomasi, Port Harcourt, Rivers Nigeria",0803 474 1279,https://bullaugentech.com/,https://www.finelib.com/listing/Bullaugen-Technology-Limited/69193/
Strikeview Security,"9 Wami Street, Off St. Johns Bus Stop Oroworukwo, Aba Road, Port Harcourt, Rivers Nigeria","0803 310 0230, 0803 738 7965, 0706 048 3511",http://strikeviewsecurity.com/,https://www.finelib.com/listing/Strikeview-Security/69194/
Adore Massage And Spa Services,"Rumuokwuta Road, Choba Port Harcourt, Rivers State Nigeria","0810 093 4188, 0907 901 4340",https://faith-massage-and-spa-services.business.site/,https://www.finelib.com/listing/Adore-Massage-And-Spa-Services/69195/
BCIS Limited,"Plot 14 Old Aba Road By Shell RA Off PH/Aba Expressway By Rumukurushi Junction, Port Harcourt, Rivers Nigeria","084 898 953, 0802 699 0053",https://www.bcisnet.com/,https://www.finelib.com/listing/BCIS-Limited/69197/
GRE Support Services Limited,"3 Egbema Close, Borikiri, Port Harcourt, Rivers Nigeria",0803 777 9931,http://www.gresupportservices.com,https://www.finelib.com/listing/GRE-Support-Services-Limited/69204/
IB-Tech Resources,"No. 2 Womenike St., Off 27 Agudama Avenue, D-Line, Port Harcourt, Rivers Nigeria","0802 429 3694, 0708 8318 891",https://www.ibtechresources.net/,https://www.finelib.com/listing/IBTech-Resources/69207/
Cloud Security Technology,"113 Rumuola Road by ebony Bustop, Port Harcourt, Rivers Nigeria","0906 000 2409, 0803 206 3852",https://www.cloudsecurity.com.ng/,https://www.finelib.com/listing/Cloud-Security-Technology/69212/
Omega Janitorial Services Ltd,"6, Royal Avenue, Woji Port Harcourt, Rivers State Nigeria",0817 205 5441,http://www.omegajanitors.com,https://www.finelib.com/listing/Omega-Janitorial-Services-Ltd/69233/
Indorama Eleme Petrochemicals Ltd,"East-West Express Way, Eleme, Port Harcourt, Rivers Nigeria",0803 538 7362,https://www.indoramaeleme.com/,https://www.finelib.com/listing/Indorama-Eleme-Petrochemicals-Ltd/69236/
Hadan Integrated Services,"10 Ada George Road, By MRS Filling Station, Port Harcourt, Rivers State, Nigeria",0805 180 3254,https://hadanintegrated.com/,https://www.finelib.com/listing/Hadan-Integrated-Services/69246/
Cledop West Africa Limited,"KM 18 East West Road, Nkpolu Rumuigbo, Port Harcourt, Rivers Nigeria",0806 318 6500,https://www.cledopwestafrica.com/,https://www.finelib.com/listing/Cledop-West-Africa-Limited/69247/
Cue Exports Limited,"Plot 6b, Km 16 Boskel Road, Aba-Port Harcourt Expressway, Port Harcourt, Rivers State, Nigeria","0802 533 6714, 0803 746 6973",https://cuexport.com/,https://www.finelib.com/listing/Cue-Exports-Limited/69253/
Smile Communications,"No 8 Old Aba Road, Port Harcourt, Rivers Nigeria","0702 018 5640, 0814 180 5958",https://smile.com.ng/,https://www.finelib.com/listing/Smile-Communications/69260/
Saffron Opal Consults,"Trans Amadi, Port Harcourt, Rivers State Nigeria",0802 132 8558,https://saffronopalconsults.com,https://www.finelib.com/listing/Saffron-Opal-Consults/69267/
Today 95.1Fm,"Todayfm Drive, Off East-West Road, before UPTH, Port Harcourt, Rivers Nigeria",0806 063 8364,https://www.todayfmlive.com/,https://www.finelib.com/listing/Today-951Fm/69275/
Port Harcourt News Hub,"Port Harcourt News Hub, Port Harcourt, Rivers Nigeria",0811 937 2109,https://phnewshub.com/,https://www.finelib.com/listing/Port-Harcourt-News-Hub/69278/
Resource Intermediaries Limited,"Ogbunabali, Port Harcourt, Rivers State Nigeria","0909 820 1113, 01 270 1698, 0814 208 2543",https://www.resourceintermediaries.org/,https://www.finelib.com/listing/Resource-Intermediaries-Limited/69280/
TNN Newspapers,"Along Eneka Link Road, Port Harcourt, Rivers Nigeria",0804 567 2312,https://tnnonline.info/,https://www.finelib.com/listing/TNN-Newspapers/69281/
Multifreight Nigeria Ltd,"No 70 Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria",0815 465 4653,http://multifreightnig.com,https://www.finelib.com/listing/Multifreight-Nigeria-Ltd/69293/
Khome Global Logistics Ltd,"28D Odulukwu Road off School Road, Elelenwo, Port Harcourt, Rivers State, Nigeria","0809 066 7758, 0708 940 0186",https://khome.com.ng/,https://www.finelib.com/listing/Khome-Global-Logistics-Ltd/69302/
Fornnex Eye Clinic,"No 94 Obiwali Road, Rumuigbo, Port Harcourt, Rivers Nigeria","0803 614 5871, 0805 589 7948, 0810 421 3028",http://www.fornnexeyeclinic.com/,https://www.finelib.com/listing/Fornnex-Eye-Clinic/69304/
Metropolitan Clinic,"No. 6 2nd Avenue Federal Housing Estate, Rumueme, Port Harcourt, Rivers State, Nigeria","0817 983 6433, 0803 310 4190",https://metroclinicph.com/,https://www.finelib.com/listing/Metropolitan-Clinic/69312/
Cross Country Limited,"Opposite Water Line Building, Waterline Junction Bye Pass , Port Harcourt, Rivers State Nigeria","0802 845 2731, 0805 555 5595",https://www.crosscountry.ng,https://www.finelib.com/listing/Cross-Country-Limited/69313/
Nobsams Hospital,"44 Trans Amadi Road, Oginigba, Opposite PABOD Breweries, Port Harcourt, Rivers Nigeria","0818 213 2215, 0803 309 1363",http://www.nobsamshospitals.com/,https://www.finelib.com/listing/Nobsams-Hospital/69315/
GMS Travels Limited,"No 76, Airport Road Rumu-Odomaya, Port Harcourt, Rivers Nigeria","0803 537 8905, 0807 451 0983",https://www.gmstravels.com/,https://www.finelib.com/listing/GMS-Travels-Limited/69334/
Dinspira Travels Nigeria Limited,"21 ALCON Road, Woji Port Harcourt, Rivers Nigeria","0803 255 1291, 0803 953 6222",https://www.dinspira.com/,https://www.finelib.com/listing/Dinspira-Travels-Nigeria-Limited/69336/
Integral,"38 Old Aba Road, Rumuobiakani, Port Harcourt, Rivers State Nigeria",081 812 30958,https://www.integral.com.ng/,https://www.finelib.com/listing/Integral/69346/
Oyagab Resources Nigeria Limited,"18b, Rumuola Road, Rumuola, Port Harcourt, Rivers Nigeria","0803 368 7584, 0818 558 7857",http://www.oyagabresources.com/manpower.html,https://www.finelib.com/listing/Oyagab-Resources-Nigeria-Limited/69354/
Nigerian Aviation Handling Company Plc,"International Airport, Port Harcourt, Rivers State","0809 990 7389, 0809 799 3266, 0809 990 7382",https://www.nahcoaviance.com/,https://www.finelib.com/listing/Nigerian-Aviation-Handling-Company-Plc/69355/
Flyaero Nigeria,"Old Airport Office Nigerian Airforce Base, Omagwa International Airport, Port Harcourt, Rivers State","084 784 910, 0805 410 0159",https://flyaero.com/,https://www.finelib.com/listing/Flyaero-Nigeria/69356/
Ikoku Online,"47 Orominike Street, Elechi, Port Harcourt, Rivers State Nigeria","0814 990 6444, 0906 919 6864",https://ikokuonline.com/,https://www.finelib.com/listing/Ikoku-Online/69357/
Nigerian Ports Authority,"Basket House, Port Harcourt, Rivers Nigeria","0815 879 4398, 0906 278 4268, 0816 702 9199",https://nigerianports.gov.ng,https://www.finelib.com/listing/Nigerian-Ports-Authority/69358/
Mudita Limited,"Port Harcourt, Rivers State, Nigeria",0905 605 0502,https://www.mudita.ng,https://www.finelib.com/listing/Mudita-Limited/69359/
Ministry of Women Affairs,"No. 4 Eastern By-Pass, Marine Base, Port Harcourt, Rivers Nigeria",+234 903 441 1161,https://riversstate.gov.ng/mda/ministry-of-women-affairs/,https://www.finelib.com/listing/Ministry-of-Women-Affairs/69360/
Rivers Nysc State Secretariat,"NYSC Secretariat :40 Ikwerre Road, Port Harcourt, Rivers Nigeria",0813 206 5660,https://nysc.gov.ng/,https://www.finelib.com/listing/Rivers-Nysc-State-Secretariat/69362/
Economic & Financial Crimes Commission,"No 6A Olumeni Street Old GRA, Port Harcourt, Rivers Nigeria","0809 3322 644, 0818 332 2644",https://www.efcc.gov.ng/,https://www.finelib.com/listing/Economic--Financial-Crimes-Commission/69364/
Rivers State INEC Office,"Plot 236 Aba Road, Port Harcourt, Rivers Nigeria",+234 903 441 1161,https://www.inecnigeria.org/,https://www.finelib.com/listing/Rivers-State-INEC-Office/69367/
Nigeria Immigration Service,"Federal Secretariat, Aba Road, Port Harcourt, Rivers Nigeria","0708 060 7900, 0811 975 3844",https://immigration.gov.ng/formations-and-addresses/,https://www.finelib.com/listing/Nigeria-Immigration-Service/69369/
Tuboz Fitness,"Port Harcourt, Rivers State, Nigeria",0703 860 9276,https://tubozfitness.wordpress.com/,https://www.finelib.com/listing/Tuboz-Fitness/69384/
Gold Concert Limited,"Gold Concert Limited, Port Harcourt, Rivers Nigeria",0818 039 0677,https://goldconcertltd.com/,https://www.finelib.com/listing/Gold-Concert-Limited/69413/
89.9 Fm Garden City,"No 84 Forces Avenue, Port Harcourt, Rivers Nigeria",0809 226 6999,https://gardencity899fm.com/,https://www.finelib.com/listing/899-Fm-Garden-City/69418/
Classic Fm 91.1,"4th Floor Gen esis Center,35 Tombia Street, Rurome-Rezigbu, Port Harcourt, Rivers Nigeria",0809 226 6999,http://classic91.net/,https://www.finelib.com/listing/Classic-Fm-911/69419/
The Beat 99.9 FM,"35 Tombia Street, Rurome-Rezigbu, Port Harcourt, Rivers Nigeria",0809 226 6999,https://www.thebeat99ph.com/,https://www.finelib.com/listing/The-Beat-999-FM/69420/
Naija Fm 92.7,"Megalectrics Limited, 4th Floor - Left Wing, Genesis Centre, 35, Tombia Street,GRA Phase 2, Port Harcourt, Rivers Nigeria",0809 226 6999,http://naijafm.ng/ph/,https://www.finelib.com/listing/Naija-Fm-927/69421/
Nigeria Info 92.3 PH,"Aim Complex, Km 16, East- West Highway, Rumuosi, Port Harcourt, Rivers Nigeria",0909 533 4932,https://nigeriainfo.fm/,https://www.finelib.com/listing/Nigeria-Info-923-PH/69422/
HealthPlus Pharmacy,"Azikiwe Road, Opposite State Secretariat, Port Harcourt, Rivers Nigeria","0817 201 2396, 0817 200 5332",https://healthplusnigeria.com/,https://www.finelib.com/listing/HealthPlus-Pharmacy/69424/
Allied Air,"Port Harcourt International Airport, Port Harcourt, Rivers Nigeria","0708 162 6063, 0703 957 2188",https://alliedair.com/,https://www.finelib.com/listing/Allied-Air/69425/
Wazobia FM 94.1 FM,"Wazobia FM 94.1 FM, Port Harcourt, Rivers Nigeria",0809 993 0069,https://www.radio.net/s/wazobiaph,https://www.finelib.com/listing/Wazobia-FM-941-FM/69434/
G24 Cyber Cafe,"G24 Cafe, No. 169 Aba Road, Port Harcourt, Rivers Nigeria",0803 337 6091,http://g24sms.com/,https://www.finelib.com/listing/G24-Cyber-Cafe/69435/
Smartcity Broadband Limited,"No 5A Oromineke Street, Off 70 Emekuku Street, Dline, Port Harcourt, Rivers Nigeria",0903 886 9560,https://www.smartcity.com.ng,https://www.finelib.com/listing/Smartcity-Broadband-Limited/69454/
Garden City Panthers FC,"20 Ede Street, Off Ogbunabali, Port Harcourt, Rivers State, Nigeria","0806 314 1958, 0805 654 1123",https://gardencitypfc.com/,https://www.finelib.com/listing/Garden-City-Panthers-FC/69455/
Interc Network,"2 C Choba Street, Orogbun Layout, D Line, Port Harcourt, Rivers Nigeria",0706 961 9020,https://intercnetwork.com.ng/,https://www.finelib.com/listing/Interc-Network/69457/
Eloti Designs,"Peter Odili Road, Trans Amadi, Port Harcourt, Port Harcourt, Rivers Nigeria","0812 014 2588, 0803 614 0158",https://www.elotidesigns.com/,https://www.finelib.com/listing/Eloti-Designs/69461/
Phree Media Technology Limited,"Plot C-1 Rumuogba Estate, Port Harcourt, Rivers Nigeria",0808 856 8155,https://www.phreetech.com/,https://www.finelib.com/listing/Phree-Media-Technology-Limited/69462/
Firstcam Creative Studios,"115 woji road, GRA Phase 2 Port-Harcourt, Rivers",0907 661 2408,https://firstcam.com.ng,https://www.finelib.com/listing/Firstcam-Creative-Studios/69541/
Boxvibe Technologies,"Clifford and George Shopping Complex, Woken Rd,, Choba Port Harcourt, Rivers",0806 048 9701,https://www.boxvibe.com,https://www.finelib.com/listing/Boxvibe-Technologies/69876/
Bridgsite Nigeria Limited,"No 8, Boskel Road, Km 17 Aba/PH Expressway, Port Harcourt, Rivers, Nigeria","0803 680 2759, 0908 032 4111",https://www.bridgsitelimited.com/,https://www.finelib.com/listing/Bridgsite-Nigeria-Limited/72244/
Allianz Insurance,"81 Trans - Amadi Industrial Layout, Port Harcourt,",+234 1 904 9508,https://www.allianz.ng/,https://www.finelib.com/listing/Allianz-Insurance/72349/
